_id,chapter,question,answer,bookmark,bookinAll,bookTime,rese
284,5,The route that blood takes through the heart valves:,"TPBA: Tricuspid, Pulmonary, to the lungs.  Bicuspid, Aortic, to the body, and back again.",0,0,,
285,5,The SA node:,The sinoatrial node: the part of the cardiac electrical conduction system that should initiate each heartbeat,0,0,,
286,5,The skin’s five functions:,"Protection, water balance, temperature regulation, excretion of salts and excess water, shock or impact absorption",0,0,,
287,5,The small intestine:,This organ receives food from the stomach and continues to break it down,0,0,,
288,5,The spleen function:,Manufactures and recycles red blood cells for the circulatory system,0,0,,
289,5,The subcutaneous layer consists of:,Fat and soft tissue for shock absorption,0,0,,
290,5,Three layers of the skin:,"Epidermis, dermis, and subcutaneous",0,0,,
291,5,Three parts of the small intestine:,"Duodenum, Jejunum, and ileum",0,0,,
292,5,Thymus gland:,Endocrine gland that assists in the development of the immune system and is found between the lungs attached to the trachea,0,0,,
293,5,Thymus:,An important gland in the immune response of the body;  aids in the development of an adaptive immune response,0,0,,
294,5,Thyroid gland:,"Located in the anterior neck;  regulates metabolism, growth and development, and the activity of the nervous system",0,0,,
295,5,Thyroid:,"Controls how the body uses energy, manufactures proteins and how sensitive the body is to other hormones",0,0,,
296,5,Trachea:,The windpipe and passageway for air from the pharynx to the lungs,0,0,,
297,5,Trendelenburg’s:,"Lying flat on the back, on an incline, and with feet elevated approximately 12 inches above the head",0,0,,
298,5,Vallecula:,The anatomic space between the base of the tongue and the epiglottis,0,0,,
299,5,Venae cavae:,Main veins that lead directly into the heart,0,0,,
300,5,Venules:,Smallest branches of the veins;  receive blood from the capillary beds,0,0,,
301,5,Voluntary nervous system:,Directly controls and influences the activity of the skeletal muscles and movements,0,0,,
302,5,White blood cells:,Cells in the blood that fight against infection,0,0,,
303,5,Zygomatic arches:,"The formation on each side of the cheeks created by the joining of the zygomatic bone and the temporal bone, also known as cheek bones",0,0,,
304,5,abduction ,Movement away from the midline of the body,0,0,,
305,5,acetabulum ,the rounded cavity or socket on the external surface of the pelvis that receives the head of the femur,0,0,,
306,5,acetabulum ,the pelvic socket into which the ball at the proximal end of the femur fits to form the hip joint,0,0,,
307,5,acetylcholine ,a neurotransmitter that is distributed throughout the body and is necessary for normal function of the parasympathetic nervous system,0,0,,
308,5,acromioclavicular joint ,the joint where the acromion process and clavicle meet.,0,0,,
309,5,acromion ,the lateral triangular projection of the scapula that forms the point of the shoulder,0,0,,
310,5,acromion process ,the highest portion of the shoulder,0,0,,
311,5,Adam's apple ,thyroid cartilage,0,0,,
312,5,adduction ,MOVEMENT TOWARD THE MIDLINE OF THE BODY,0,0,,
313,5,alveoli ,the air sacs of the lungs,0,0,,
314,5,alveoli ,the microscopic sacs of the lungs where gas exchange with the bloodstream takes place,0,0,,
315,5,anatomical position ,"a position in which the patient is standing erect, facing forward, with arms down at the sides and palms forward",0,0,,
316,5,anatomical position ,"the standard reference position for the body in the study of anatomy. In this position, the body is standing erect, facing the observer, with arms down at the sides and the palms of the hands forward",0,0,,
317,5,anatomical position ,"A specific body position that helps in providing consistent descriptions of structures in the human body. The position is upright, feet parallel, head forward, arms at side with palms forward, and thumbs out.",0,0,,
318,5,anatomy ,the study of the structure of the body and the relationship of its parts to each other,0,0,,
319,5,anatomy ,the study of body structure,0,0,,
320,5,anterior ,toward the front,0,0,,
321,5,anterior ,the front of the body or body part,0,0,,
322,5,anterior ,THE FRONT SURFACE OF THE BODY; THE SIDE FACING YOU IN THE ANATOMIC POSITION,0,0,,
323,5,anterior chamber ,the front chamber of the eye containing the aqueous humor,0,0,,
324,5,anterior plane ,"the front, or abdominal side of the body",0,0,,
325,5,aorta ,the major artery of the heart,0,0,,
326,5,aorta ,the largest artery in the body. It transports blood from the left ventricle to begin systemic circulation,0,0,,
327,5,aqueous humor ,the watery fluid that fills the anterior chamber of the eye,0,0,,
328,5,arachnoid ,middle layer of protective brain tissue,0,0,,
329,5,arteriole ,the smallest branch of an artery,0,0,,
330,5,arteriole ,the smallest kind of artery,0,0,,
331,5,artery ,blood vessel that carries blood away from the heart,0,0,,
332,5,artery ,any blood vessel carrying blood away from the heart,0,0,,
333,5,atria ,the two upper chambers of the heart,0,0,,
334,5,atria ,"the two upper chambers of the heart. The right atrium receives unoxygenated blood from the body, and the left atrium receives oxygenated blood from the lungs",0,0,,
335,5,basilar skull ,floor of the skull,0,0,,
336,5,bilateral ,on both sides,0,0,,
337,5,bilateral ,A body part or condition that appears on both sides of the midline.,0,0,,
338,5,bilaterally ,on both sides,0,0,,
339,5,body mechanics ,application of the study of muscles and body movement to the use of the body and to the prevention and correction of problems related to posture and lifting,0,0,,
340,5,body mechanics ,the proper use of the body to facilitate lifting and moving to prevent injury,0,0,,
341,5,brainstem ,"the funnel-shaped inferior part of the brain that controls most automatic functions of the body. It is made up on the pons, the midbrain, and the medulla, which is the brain's connection to the spinal cord",0,0,,
342,5,bronchi ,"the two main branches leading from the trachea to the lungs, providing the passageway for the air movement",0,0,,
343,5,bronchi ,the two large sets of branches that come off the trachea and enter the lungs. There are right and left bronchi,0,0,,
344,5,bronchioles ,small branches of the bronchi,0,0,,
345,5,calcaneus ,the heel bone,0,0,,
346,5,capillary ,tiny blood vessel that connects an arteriole to a venule,0,0,,
347,5,capillary ,"a thin-walled, microscopic blood vessel where oxygen/carbon dioxide and nutrient/waste exchange with the body's cells takes place",0,0,,
348,5,cardiovascular system ,circulatory system,0,0,,
349,5,cardiovascular system ,the system made up of the heart and the blood vessels; the circulatory system.,0,0,,
350,5,carotid arteries ,"the large neck arteries, one on each side of the neck, that carry blood from the heart to the head",0,0,,
351,5,carotid artery ,one of two major arteries of the neck which supply the brain and head with blood,0,0,,
352,5,carpals ,the eight bones that form the wrist,0,0,,
353,5,carpals ,the wrist bones,0,0,,
354,5,central nervous system ,the brain and spinal cord,0,0,,
355,5,central nervous system (CNS) ,the brain and the spinal cord,0,0,,
356,5,cerebrum ,"largest part of the brain, responsible for most conscious and sensory functions, the emotions, and the personality",0,0,,
357,5,cervical spine ,the first seven vertebrae; the neck,0,0,,
358,5,chemoreceptors ,"receptors that constantly monitor the arterial content of oxygen, carbon dioxide, and the blood pH and stimulate a change in respiratory rate and depth",0,0,,
359,5,chemoreceptors ,chemical sensors in the brain and blood vessels that identify changing levels of oxygen and carbon dioxide,0,0,,
360,5,circulatory system ,system composed of the heart and blood vessels that brings oxygen and nutrients to and takes wastes away from body cells,0,0,,
361,5,clavicle ,"the collarbone, attached to the superior portion of the sternum",0,0,,
362,5,clavicle ,the collarbone,0,0,,
363,5,coccyx ,the four fused vertebrae that form the most distal end of the spine,0,0,,
364,5,cornea ,the clear front portion of the eye that covers the pupil and the iris,0,0,,
365,5,coronal plane ,frontal plane,0,0,,
